,name,type,location,rating,num_ratings,age,price,abv,style,cask,flavor_summary,expert,score,Smoky,Peaty,Spicy,Herbal,Oily,Full-bodied,Rich,Sweet,Briny,Salty,Vanilla,Tart,Fruity,Floral
72,Whiskey Acres Bourbon,Bourbon,"Whiskey Acres // Illinois, USA",3.46,50,NAS,2,42.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich & Full Bodied,Amanda Schuster,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Ranger Creek .36 Texas Bourbon,Bourbon,"Ranger Creek // Texas, USA",3.62,100,NAS,3,48.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Spicy & Sweet,Stephanie Moreno,87,55.0,0.0,80.0,45.0,30.0,55.0,50.0,65.0,0.0,0.0,60.0,40.0,50.0,0.0
74,Penelope Four Grain Bourbon RosÃ© Cask Finish,Bourbon,Penelope // USA,3.77,16,NAS,3,47.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",finished in rosÃ© wine casks,Spicy & Sweet,Stephanie Moreno,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,Traverse City Whiskey Co Straight Bourbon,Bourbon,"Traverse City Whiskey Co // Michigan, USA",3.39,256,4 Year,2,43.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","NEW, CHARRED AMERICAN OAK",Spicy & Sweet,Stephanie Moreno,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Yellowstone Kentucky Straight Bourbon Finished in Amarone Casks (2021 Limited Edition),Bourbon,"Yellowstone  // Kentucky, USA",4.04,22,NAS ,4,50.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak, ex-wine",Rich & Sweet,Amanda Schuster,88,10.0,0.0,30.0,5.0,20.0,80.0,90.0,85.0,0.0,0.0,25.0,20.0,60.0,5.0
77,O.K.I. Reserve Straight Bourbon 9 Year,Bourbon,"New Riff // Indiana (bottled in Kentucky), USA",3.79,54,9 Year,2,48.87,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich & Full Bodied,Sam Davies,87,10.0,0.0,50.0,35.0,0.0,60.0,75.0,20.0,15.0,0.0,0.0,0.0,0.0,0.0
78,"Booker's Bourbon Batch 2015-04 ""Oven Buster Batch""",Bourbon,"Booker's // Kentucky, USA",3.66,52,6 Year,3,63.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich & Full Bodied,Amanda Schuster,85,20.0,0.0,20.0,70.0,10.0,70.0,70.0,40.0,0.0,20.0,20.0,10.0,15.0,0.0
79,Barrell Bourbon Batch 011,Bourbon,"Barrell Craft Spirits // Tennessee (bottled in Kentucky), USA",4.37,19,6 Year,4,57.4,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich & Full Bodied,Amanda Schuster,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Old Forester Single Barrel Bourbon Barrel Strength,Bourbon,"Old Forester // Kentucky, USA",4.12,143,NAS,3,65.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Spicy & Oily,Colin Howard,84,70.0,0.0,90.0,60.0,70.0,60.0,50.0,60.0,0.0,0.0,55.0,20.0,35.0,20.0
81,Courvoisier Avant-Garde Bourbon Cask Edition,Other Brandy,"Courvoisier // Cognac, France",3.88,4,NAS,2,40.0,"Brandy distilled from any type of fruit-based wine produced anywhere in the world. Not referring to any of the designated or protected areas such as Cognac, Armagnac, Calvados, etc.",finished in Kentucky bourbon barrels,Sweet & Woody,Colin Howard,83,25.0,35.0,15.0,20.0,45.0,65.0,50.0,75.0,70.0,70.0,25.0,55.0,45.0,50.0
82,Barrell Bourbon New Year 2019,Bourbon,"Barrell Craft Spirits // (bottled in) Kentucky, USA",3.91,35,NAS,4,56.05,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Vanilla,Jack Robertiello,77,0.0,0.0,25.0,0.0,0.0,20.0,10.0,10.0,0.0,0.0,25.0,0.0,10.0,0.0
83,Jim Beam Signature Craft Six-Row Barley Bourbon 11 Year,Bourbon,"Jim Beam // Kentucky, USA",3.45,14,11 Year,4,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Spicy & Vanilla,Jake Emen,89,30.0,0.0,70.0,0.0,30.0,60.0,40.0,50.0,0.0,0.0,60.0,0.0,20.0,0.0
84,Fiddler Georgia Heartwood Bourbon,Bourbon,"Fiddler // Georgia, USA",3.79,41,NAS,3,59.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","New, charred oak",Spicy & Vanilla,Jake Emen,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Metze's Select Bourbon 2015 Medley,Bourbon,"Metze's // Indiana, USA",4.05,25,,3,46.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet,Jake Emen,88,0.0,0.0,50.0,10.0,10.0,50.0,50.0,60.0,0.0,0.0,50.0,10.0,20.0,20.0
86,Elijah Craig Barrel Proof Bourbon Batch A121,Bourbon,"Elijah Craig // Kentucky, USA",4.27,159,12 Year,3,61.8,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich & Full Bodied,Amanda Schuster,93,10.0,0.0,45.0,5.0,15.0,70.0,80.0,60.0,0.0,5.0,30.0,15.0,40.0,0.0
87,Smugglers' Notch Straight Bourbon Whiskey,Bourbon,"Smugglersâ€™ Notch Distillery // Vermont, USA",3.64,58,NAS,3,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","New, Charred American Oak",Rich & Full Bodied,Amanda Schuster,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Old Forester Birthday Bourbon 2019,Bourbon,"Old Forester // Kentucky, USA",4.4,141,11 Year,4,52.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Vanilla & Full Bodied,Jake Emen,91,20.0,0.0,60.0,40.0,30.0,90.0,80.0,60.0,0.0,0.0,90.0,20.0,20.0,0.0
89,Rebel Yell Single Barrel Bourbon 10 Year,Bourbon,"Rebel Yell // Kentucky, USA",3.97,410,10 Year,2,50.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Spicy & Rich,Jacob Grier,88,20.0,0.0,70.0,25.0,40.0,50.0,55.0,50.0,20.0,10.0,40.0,20.0,35.0,20.0
90,Black Dirt Bourbon Batch #6,Bourbon,"Black Dirt // New York, USA",,0,3 Year,2,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","New, Charred American Oak",Spicy & Rich,Jacob Grier,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Blood Oath Bourbon Pact No. 1,Bourbon,"Blood Oath // Kentucky, USA",3.66,81,NAS,4,49.3,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet & Rich,Amanda Schuster,85,15.0,0.0,35.0,0.0,10.0,70.0,75.0,80.0,0.0,0.0,40.0,10.0,25.0,0.0
92,Boulder Spirits Colorado Straight Bourbon Whiskey Fall 2021 Cask #3 (Lost Lantern),Bourbon,"Lost Lantern // Colorado , USA",,0,5 Year,4,69.3,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet & Rich,Amanda Schuster,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Dancing Pines Bourbon,Bourbon,"Dancing Pines // Colorado, USA",3.09,40,NAS,2,44.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Fruity,Katrina Niemisto,82,5.0,0.0,0.0,10.0,0.0,10.0,10.0,50.0,0.0,0.0,45.0,0.0,50.0,40.0
94,MotÃ¶rhead Ace of Spades Straight Bourbon,Bourbon,"MotÃ¶rhead // North Dakota, USA",2.5,1,4 Year,2,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",charred oak barrels,Fruity,Katrina Niemisto,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,"Colonel E.H. Taylor, Jr. Amaranth Bourbon Bottled in Bond",Bourbon,"Colonel E.H. Taylor, Jr. // Kentucky, USA",4.05,70,NAS,3,50.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Full Bodied & Spicy,Jake Emen,86,30.0,0.0,80.0,60.0,10.0,80.0,40.0,40.0,0.0,0.0,50.0,20.0,0.0,0.0
96,Heaven's Door Master Blenders' Edition Straight Bourbon Finished in Irish Whiskey Casks,Bourbon,Heaven's Door // USA,4.28,32,10 Year,4,50.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",finished in Redbreast Single Pot Still Irish Whiskey casks,Rich & Fruity,Jake Emen,92,10.0,0.0,40.0,30.0,10.0,80.0,90.0,70.0,0.0,20.0,80.0,50.0,80.0,20.0
97,Bardstown Bourbon Co. Fusion Series #6,Bourbon,"Bardstown Bourbon Co. // Kentucky, USA",3.68,7,NAS ,3,48.95,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich & Fruity,Jake Emen,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Weller Single Barrel Bourbon,Bourbon,"Weller // Kentucky, USA",4.09,51,NAS,2,48.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich & Fruity,Jake Emen,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Defiance High-Rye Bourbon,Bourbon,Defiance // USA,3.73,12,NAS,1,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Spicy & Sweet,Paul Belbusti,82,20.0,0.0,70.0,30.0,20.0,60.0,60.0,60.0,0.0,0.0,20.0,30.0,30.0,20.0
100,Freeland Spirits Bourbon,Bourbon,"Freeland Spirits // (bottled in) Oregon, USA",3.64,45,NAS,2,46.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak; finished in French oak pinot noir casks",Spicy & Sweet,Paul Belbusti,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,J. Henry & Sons 5 Year Wisconsin Straight Bourbon,Bourbon,"J. Henry & Sons // Wisconsin , USA",3.78,132,5 Year,2,46.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet & Full Bodied,Amanda Schuster,87,10.0,0.0,30.0,20.0,5.0,60.0,50.0,60.0,0.0,5.0,30.0,15.0,40.0,0.0
102,Nevada 150 Bourbon Whiskey,Bourbon,"Las Vegas Distillery // Nevada, USA",4.0,1,NAS,4,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet & Full Bodied,Amanda Schuster,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Three Ships Bourbon Cask Finish,Blended,Three Ships // South Africa,3.23,12,NAS,3,43.0,Comprised of both single malt(s) and single grain(s) often from many different distilleries; if Scotch or Irish must be aged for at least three years in oak barrels; Irish may include single pot still whiskey in the blend.,american white oak and first-fill bourbon,Sweet & Full Bodied,Amanda Schuster,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Bookerâ€™s Bourbon Batch 2019-03 â€œCountry Hamâ€,Bourbon,"Booker's // Kentucky, USA",4.28,254,6 YR 4 MO 2 DY,4,62.35,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet & Full Bodied,Amanda Schuster,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Six & Twenty 5 Grain Bourbon,Bourbon,"Six & Twenty // South Carolina, USA",3.87,41,NAS,2,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Spicy,Paul Belbusti,83,20.0,0.0,70.0,40.0,30.0,40.0,50.0,50.0,0.0,0.0,30.0,30.0,40.0,30.0
106,Papa's Pilar Bourbon Barrel Finished Dark Rum 95 Proof,Dark Rum,Papa's Pilar // Multiple Countries,4.4,30,NAS,2,47.5,AKA Black Rum. Usually aged (but not always) and has additional caramel-coloring added to provide the dark/black color. Some are distilled from blackstrap molasses. No specific type or size barrel required for aging nor is there a set time required for aging in most countries with a few exceptions.,finished in ex-bourbon barrels,Sweet & Rich,Jake Emen,84,20.0,20.0,40.0,0.0,30.0,50.0,80.0,80.0,0.0,70.0,0.0,30.0,0.0,0.0
107,George T. Stagg Bourbon (Fall 2018),Bourbon,"George T. Stagg // Kentucky, USA",4.59,420,NAS,4,62.45,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Vanilla & Full Bodied,Jake Emen,93,20.0,0.0,80.0,40.0,20.0,90.0,70.0,60.0,0.0,0.0,90.0,10.0,20.0,0.0
108,Bulleit Bourbon Barrel Strength,Bourbon,"Bulleit // Kentucky, USA",3.76,741,NAS,2,59.7,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Spicy & Rich,Nicole Gilbert,88,15.0,0.0,100.0,40.0,65.0,75.0,80.0,60.0,0.0,10.0,35.0,10.0,65.0,30.0
109,Barrell Bourbon Batch 011,Bourbon,"Barrell Craft Spirits // Tennessee (bottled in Kentucky), USA",4.37,19,6 Year,4,57.4,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Spicy & Rich,Nicole Gilbert,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Yamazaki Bourbon Barrel 2013,Single Malt,Yamazaki // Japan,4.75,4,NAS,5,48.2,"Distilled in pot stills from 100% malted barley, produced at one distillery, aged in barrels; if Scotch or Irish, must be aged for at least three years.",ex-bourbon,Fruity & Sweet,George Koutsakis,91,10.0,10.0,25.0,15.0,40.0,55.0,65.0,75.0,15.0,25.0,70.0,20.0,80.0,25.0
111,Bluebird Distilling Four Grain Bourbon Whiskey,Bourbon,"Bluebird Distilling // Pennsylvania , USA",3.63,59,NAS,3,46.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","New, Charred American Oak",Fruity & Sweet,George Koutsakis,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,Willett Pot Still Reserve Bourbon,Bourbon,"Kentucky Bourbon Distillers, Ltd. // Kentucky, USA",3.71,3270,NAS,2,47.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Floral,Rob Morton,88,40.0,0.0,50.0,40.0,30.0,50.0,40.0,40.0,10.0,0.0,30.0,10.0,40.0,60.0
113,Old Forester 150th Anniversary Bourbon Batch 01,Bourbon,"Old Forester // Kentucky, USA",4.53,13,NAS,4,62.8,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Floral,Rob Morton,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Cassius Clay Straight Bourbon Whiskey,Bourbon,"Cassius Clay // Tennessee, USA",3.46,29,NAS,2,50.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","New, Charred American Oak",Floral,Rob Morton,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,Wigle Organic Pennsylvania Bourbon,Bourbon,"Wigle // Pennsylvania, USA",3.69,85,NAS,3,46.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",small oak casks,Vanilla & Rich,Jake Emen,85,60.0,0.0,40.0,0.0,10.0,50.0,60.0,50.0,0.0,0.0,60.0,0.0,20.0,0.0
116,New Riff Maltster Malted Rye Bourbon,Bourbon,"New Riff // Kentucky, USA",3.53,14,NAS,2,50.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Spicy & Vanilla,Jake Emen,85,20.0,0.0,80.0,30.0,40.0,60.0,30.0,40.0,0.0,10.0,70.0,60.0,30.0,0.0
117,Cedar Ridge Iowa Bourbon (80 Proof) DISCONTINUED,Bourbon,"Cedar Ridge // Iowa, USA",3.48,198,NAS,2,40.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",new charred oak,Sweet,Amanda Schuster,82,0.0,0.0,25.0,10.0,0.0,45.0,45.0,65.0,0.0,0.0,25.0,0.0,45.0,0.0
118,Crown Royal Bourbon Mash,Canadian,Crown Royal // Canada,3.17,108,NAS,2,40.0,"DISTILLED IN CANADA AND AGED IN BARRELS FOR AT LEAST THREE YEARS; OFTEN (BUT NOT ALWAYS) CANADIAN WHISKIES ARE BLENDS OF CORN, BARLEY, AND RYE WHISKIES WHICH WERE DISTILLED AND MATURED SEPARATELY. TRADITIONALLY, CANADIAN WHISKEY IS CALLED â€œRYEâ€, ALTHOUGH NO MINIMUM PERCENTAGE OF RYE-GRAIN WHISKY IS REQUIRED IN A BLEND.","new, American oak and ex-bourbon barrels",Tart & Vanilla,Jake Emen,79,20.0,0.0,40.0,10.0,0.0,40.0,50.0,50.0,0.0,10.0,70.0,90.0,0.0,0.0
119,Angel's Envy Bourbon Finished in Port Wine Barrels Cask Strength,Bourbon,"Angel's Envy // Kentucky, USA",4.16,362,NAS,5,59.65,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","american oak, ex-port barrels, ruby port wood wine casks",Tart & Vanilla,Jake Emen,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,New Riff Relief 15 Year Straight Bourbon,Bourbon,"New Riff // Indiana (bottled in Kentucky), USA",4.33,3,15 Year,5,50.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Tart & Vanilla,Jake Emen,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Three Chord Blended Bourbon,Bourbon,Three Chord // USA,3.21,34,NAS,2,40.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Vanilla,Jack Robertiello,72,0.0,0.0,10.0,0.0,0.0,5.0,5.0,10.0,0.0,0.0,25.0,0.0,20.0,0.0
122,Horse Soldier Commanders Select Single Barrel Bourbon,Bourbon,Horse Soldier // USA,4.75,5,12 Year,5,57.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",,Vanilla,Jack Robertiello,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,Balcones Texas Blue Corn Bourbon,Bourbon,"Balcones // Texas, USA",3.68,106,NAS,4,64.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Spicy & Rich,Jacob Grier,88,30.0,0.0,65.0,20.0,45.0,60.0,60.0,30.0,10.0,10.0,40.0,15.0,15.0,10.0
124,Seven Devils Straight Bourbon,Bourbon,"Koenig Distillery and Winery // (bottled in) Idaho, USA",3.54,22,NAS,2,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet & Spicy,Nicole Gilbert,73,0.0,0.0,80.0,35.0,25.0,75.0,40.0,90.0,0.0,0.0,75.0,10.0,60.0,20.0
125,Reservoir Distillery 2 Year Old Bourbon (That Boutique-y Bourbon Company),Bourbon,"Virginia, USA",3.25,4,2,3,46.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",New oak,Sweet & Spicy,Nicole Gilbert,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,Redemption Bourbon Cognac Cask Finish,Bourbon,Redemption // USA,4.5,2,NAS,3,49.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak; finished in cognac casks",Sweet & Spicy,Nicole Gilbert,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,Coopers' Craft Barrel Reserve 100 Proof Kentucky Straight Bourbon,Bourbon,"Coopers' Craft // Kentucky, USA",3.68,237,NAS,2,50.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",chiseled & charred American white oak barrels,Vanilla & Rich,Jake Emen,85,40.0,0.0,50.0,20.0,0.0,60.0,80.0,50.0,0.0,0.0,80.0,60.0,20.0,0.0
128,Stagg Jr. Barrel Proof Bourbon,Bourbon,"Stagg Jr. // Kentucky, USA",4.12,2728,NAS,3,67.2,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Fruity & Rich,Rob Morton,90,60.0,0.0,50.0,20.0,60.0,70.0,70.0,60.0,0.0,0.0,60.0,40.0,70.0,50.0
129,Watershed Barrel Strength Bourbon Finished in Apple Brandy Barrels (Batch 001),Bourbon,"Watershed // Ohio, USA",3.63,10,6 Year,3,59.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",finished in apple brandy barrels,Fruity & Rich,Rob Morton,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,Bird Dog Bourbon,Bourbon,"Bird Dog // Kentucky, USA",2.33,96,NAS,1,40.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",New Charred White Oak,Fruity & Rich,Rob Morton,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,Saint Cloud Kentucky Bourbon 2016 Batch #1,Bourbon,"Saint Cloud // Kentucky , USA",3.57,12,NAS,4,60.4,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred French Limousin oak",Fruity & Rich,Rob Morton,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,Jim Beam Signature Craft 12 Year Bourbon,Bourbon,"Jim Beam // Kentucky, USA",3.71,405,12 Year,2,43.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Vanilla & Spicy,Stephanie Moreno,95,50.0,0.0,80.0,30.0,20.0,70.0,70.0,70.0,0.0,0.0,80.0,50.0,30.0,10.0
133,Eagle Rare 17 Year Bourbon (Fall 2015),Bourbon,"Eagle Rare // Kentucky, USA",4.38,94,17 Year,3,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Full Bodied & Vanilla,Jake Emen,96,20.0,0.0,50.0,10.0,10.0,80.0,60.0,70.0,0.0,0.0,70.0,10.0,30.0,10.0
